"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"PRKCSH",2639.61444368414,-0.156291699445559,0.0736244670534801,-2.12282282915584,0.033768701068175,0.185916795707999,"NOT"
"LANCL1",451.047155523121,0.298844196111497,0.140838777574854,2.12188859671595,0.0338470942659819,0.18625365955007,"UP"
"P2RY1",496.607519086614,-0.298940895102125,0.140950194316378,-2.12089736060327,0.033930440836988,0.186617424603434,"DOWN"
"TCN2",26.5438811563912,1.25529177619922,0.592008077275695,2.1203963668466,0.0339726328426111,0.186754585011896,"UP"
"MDH1",1498.50326646055,0.176526200980343,0.0832880690497326,2.11946564489251,0.0340511341766172,0.187091104734876,"NOT"
"GORASP2",1394.30747509466,-0.182435943166293,0.0860892458725599,-2.11914904489182,0.0340778729848102,0.187143022418866,"NOT"
"NCALD",316.937526834345,0.375333319557572,0.177165792971259,2.11854282512913,0.0341291220418015,0.187329420375487,"UP"
"AIG1",722.32736633973,-0.238554858318175,0.112629101458025,-2.11805701395106,0.0341702394435866,0.187460046496392,"NOT"
"ATP5J2",348.44086114328,-0.336058080284497,0.158690188618897,-2.11769916722173,0.0342005534428296,0.187531302160683,"DOWN"
"PQLC2",502.615280018324,0.28562795530093,0.134900975313984,2.1173157172224,0.0342330618590754,0.187614512183611,"UP"
"PPRC1",1087.98965154059,-0.21325151795287,0.100761797545658,-2.11639255300342,0.0343114349149871,0.18794887222663,"NOT"
"ZNHIT2",269.194088028926,-0.378988569160055,0.179176941444353,-2.11516373761608,0.0344159944027748,0.188331002737934,"DOWN"
"SSB",3545.42946652802,0.137200575426866,0.0648625168101398,2.11525210821634,0.0344084659036091,0.188331002737934,"NOT"
"ISOC2",1300.55090928398,-0.206208866723021,0.0975617846494719,-2.11362335635726,0.0345474493505106,0.188764054401781,"NOT"
"GTF3C4",818.741031889953,-0.229345899593382,0.108494304029511,-2.11389806722941,0.0345239743591875,0.188764054401781,"NOT"
"GAN",289.188515335592,-0.385174161685137,0.182221635460539,-2.11376744979631,0.0345351343694544,0.188764054401781,"DOWN"
"IPP",211.48370848968,0.430698599495001,0.203802621701078,2.11331236026353,0.034574041494117,0.188814038916409,"UP"
"CTDP1",405.633002459047,-0.319754848812699,0.151350480085194,-2.1126781271702,0.0346283266489226,0.189015132449792,"DOWN"
"PRPF39",463.636813746626,0.297353353528876,0.140816997596698,2.11162969388468,0.0347182235935739,0.189410308556877,"UP"
"SNRPB",2225.21587381151,-0.154357988383354,0.0731311885092523,-2.11069984680783,0.0347981191763829,0.189750550108397,"NOT"
"SORT1",1545.73829442897,0.170917673062887,0.0809851667222009,2.11048121502517,0.0348169275357215,0.189757514424295,"NOT"
"SFSWAP",901.962869673081,-0.219052536892173,0.103843770860987,-2.10944320565374,0.0349063434456579,0.19005345143652,"NOT"
"PRR12",548.727593689029,-0.269005807255915,0.127518874597811,-2.10953718109847,0.0348982401752641,0.19005345143652,"DOWN"
"CAPNS1",2091.72907509909,0.152566239981326,0.0723835689924608,2.1077468561576,0.0350528919445791,0.190755405936714,"NOT"
"SEC62",618.365678551528,0.260537897423599,0.123621757858666,2.10754079165794,0.0350707296880867,0.190756571931583,"NOT"
"COG4",1378.91149480812,0.179532827067354,0.0852099133397888,2.10694765468704,0.0351221171875443,0.190940128798583,"NOT"
"PARP1",5942.69346614153,-0.116425311032349,0.0552776721637644,-2.10619055533725,0.0351878032338965,0.191201195885389,"NOT"
"CNOT9",647.574702313724,-0.25002001835502,0.118735928646033,-2.1056812475048,0.0352320498230263,0.191345563113114,"NOT"
"MAML1",555.493670800464,-0.274475682937643,0.13040462274326,-2.10480025296365,0.0353086991542213,0.191569603832226,"DOWN"
"EIF4A3",1305.18283414869,-0.201108185162737,0.095542235258435,-2.10491396416207,0.0352987979259991,0.191569603832226,"NOT"
"SMARCA2",481.493022000072,-0.29126004883612,0.138430015396451,-2.10402381305801,0.0353763698328986,0.191840594725097,"DOWN"
"RABEPK",369.799025777735,-0.326546607271144,0.155241881481657,-2.10346978633938,0.0354247237051535,0.192006614614212,"DOWN"
"NFIC",938.250665736022,-0.223066349272959,0.10607619174953,-2.1028879863982,0.0354755622399783,0.192185928771534,"NOT"
"DNAJB2",68.632936070207,0.748903638072151,0.35645140767498,2.10099784135238,0.0356411557413936,0.192986428086465,"UP"
"ZNF678",144.462769835238,0.530796350359255,0.252707994327737,2.1004335528494,0.0356907200566057,0.193061646123288,"UP"
"EPN1",1647.28283463329,-0.176866267207016,0.084202614401337,-2.10048427194926,0.0356862627379405,0.193061646123288,"NOT"
"TMEM98",1014.70028461289,0.21118547196596,0.100604439241607,2.09916653338513,0.0358022230355513,0.193374881305792,"NOT"
"PRPF40A",2733.62381567456,0.146011031747784,0.0695512600113278,2.09932978531235,0.0357878395342422,0.193374881305792,"NOT"
"ATG2A",1023.01258435867,-0.21552756628652,0.102665306162771,-2.09932229632482,0.0357884992523439,0.193374881305792,"NOT"
"TUBB2A",267.342190865053,-0.378138506986655,0.180204089831915,-2.0983902603951,0.035870684950384,0.193648026884267,"DOWN"
"CLK3",686.45974908516,0.248891674800022,0.118665295949396,2.09742598127561,0.0359558831526236,0.194011206003987,"NOT"
"SIGMAR1",554.391406432764,-0.286968820084556,0.136873161911876,-2.09660400969854,0.0360286440446951,0.194306947254499,"DOWN"
"TTC14",421.35706705101,0.332003069420386,0.158387434931277,2.09614525018628,0.0360693079770611,0.194332598080492,"UP"
"C19orf25",846.581727269688,-0.225133730597776,0.107399570453258,-2.09622561475474,0.0360621817256109,0.194332598080492,"NOT"
"DDX49",1006.46064065022,-0.214979168066282,0.102599079018722,-2.09533233750621,0.0361414597526015,0.194624457891621,"NOT"
"SDCCAG8",138.672932009626,0.523110945335591,0.249740808516921,2.09461540723789,0.0362051944770006,0.19482455782639,"UP"
"CD2AP",1212.68951160073,0.207637221138361,0.0991340549897757,2.09450951199137,0.0362146166247872,0.19482455782639,"NOT"
"BAG1",724.562386134732,-0.235502605948544,0.112450983914038,-2.09426896725574,0.0362360271277694,0.194842899965711,"NOT"
"TNFRSF1A",201.521760109118,-0.42828237893077,0.204533634093037,-2.09394597045078,0.0362647935280151,0.194900757272709,"DOWN"
"PKN2",492.894303402785,0.284340268863579,0.1358054511145,2.09373236884171,0.0362838277793819,0.194906278850635,"UP"
"ZBED6CL",500.037081381419,-0.277251117288352,0.132451780061352,-2.09322303679065,0.0363292492266975,0.195053469062388,"DOWN"
"ORC3",462.579241272679,0.295479419538952,0.14122072696502,2.09232331463739,0.0364096034760181,0.195387976214387,"UP"
"AHCYL1",969.452218345503,0.208521893445939,0.0996766429412938,2.09198351080856,0.0364399907587434,0.195454142702001,"NOT"
"SQLE",1714.8510155815,0.165119015105789,0.0789705643427422,2.09089318887416,0.0365376398072311,0.195590214279658,"NOT"
"NOP9",598.151850515555,-0.263179272369722,0.125840873011529,-2.09136559586337,0.0364953037774994,0.195590214279658,"DOWN"
"FAM58A",122.139407704193,-0.550755880069131,0.263366044702502,-2.09121825363351,0.0365085037621713,0.195590214279658,"DOWN"
"COQ8A",499.184921258113,-0.291445358368846,0.139384465482844,-2.09094576902272,0.0365329256264264,0.195590214279658,"DOWN"
"C12orf4",178.090235615392,0.478851317296666,0.229062992776547,2.09047874338999,0.0365748159120389,0.195692440648497,"UP"
"ZWILCH",742.744760206632,0.236578559480875,0.113196586951924,2.08997961733028,0.0366196307082574,0.195740394007262,"NOT"
"STXBP6",32.7727473365902,1.06503709671991,0.509592953757889,2.08997610517574,0.0366199462180992,0.195740394007262,"UP"
"LARS2",899.35352521104,-0.222764970599196,0.10661594631077,-2.08941512322996,0.0366703710391132,0.195913176765726,"NOT"
"ZUFSP",220.707767102892,0.411657812243433,0.19705863604164,2.08901178102363,0.0367066626857555,0.196010319146826,"UP"
"PLCB1",101.101811238276,0.664429545964055,0.318097296908138,2.08876199962156,0.0367291526815603,0.196033702477914,"UP"
"ARHGAP24",39.6180820629558,0.969508080152523,0.464353602811539,2.08786595879176,0.0368099276485331,0.196367992542002,"UP"
"KIF15",339.436789935218,0.33312071978585,0.159667997183744,2.08633367776574,0.0369484080653445,0.197009639851866,"UP"
"RCOR1",745.956969002287,-0.231150080872243,0.110829830630025,-2.08563055233636,0.0370121016165376,0.197252086606304,"NOT"
"DTL",1006.64212043619,0.211220789608518,0.101300437494611,2.08509257050104,0.037060898530045,0.197414943744688,"NOT"
"RALGAPA1",141.490131905248,0.508305338691406,0.243934450974583,2.083778394813,0.0371803294516364,0.197871936163638,"UP"
"COQ4",1269.33601172689,-0.191479373765402,0.0918918849928958,-2.08374628271262,0.0371832518622357,0.197871936163638,"NOT"
"ATP6V1D",381.250956309644,0.316228637795263,0.151777372393847,2.08350317842295,0.0372053822831402,0.197892411711405,"UP"
"SRCAP",125.354484235961,-0.560703919622741,0.26918445878814,-2.08297285120772,0.0372536982738552,0.19805207766022,"DOWN"
"SLC35E1",644.245310676068,-0.24695670711627,0.118616839370507,-2.08197005102188,0.0373452053831445,0.198246445839704,"NOT"
"BCAS3",162.680296067085,0.477014615716877,0.22910779183572,2.08205321999226,0.0373376088137554,0.198246445839704,"UP"
"ARHGAP39",188.819225957444,-0.464578865206597,0.223115382893331,-2.08223592287541,0.0373209255359647,0.198246445839704,"DOWN"
"PYCR1",2732.87742975418,-0.148771917656307,0.0715382641196328,-2.07961319004773,0.0375610261868577,0.19929438600321,"NOT"
"TXNIP",1891.54528153213,-0.160414751344922,0.0771535079845845,-2.07916341765009,0.0376023327948949,0.199415801162147,"NOT"
"RIPOR1",154.311742272787,-0.538332357833977,0.258963973753947,-2.07879246688371,0.0376364295892543,0.199498880447644,"DOWN"
"IGF2BP2",896.663025843026,-0.214962167411131,0.103426023676301,-2.07841469458317,0.0376711804339248,0.199585343620559,"NOT"
"COX8A",428.757114167226,-0.298044733582316,0.143450883083113,-2.07767792833757,0.0377390332681853,0.199847013745028,"DOWN"
"SEPHS2",1179.09675959483,-0.199691757443339,0.0961248794006462,-2.07742010901287,0.0377628018054342,0.199875093761379,"NOT"
"ATP7B",799.719353616102,0.231298131582824,0.111453389259458,2.07529024572212,0.0379596429313294,0.200818756152839,"NOT"
"ASNSD1",275.52228079913,0.364936891159284,0.175869784677004,2.07504030228679,0.0379827997164723,0.20084309923356,"UP"
"KATNA1",320.006309202342,0.352684263759553,0.170057263751158,2.07391472719231,0.0380872310459569,0.201296967207733,"UP"
"SLC5A2",415.603210728133,0.312514380670905,0.15073684422879,2.07324481462918,0.0381495016442554,0.20152767486453,"UP"
"KIF5B",2035.4051619239,0.17556445692968,0.0846952190027169,2.0728969001668,0.0381818755890377,0.201600303110119,"NOT"
"TMEM245",744.03599986838,0.253951900756546,0.122571208747849,2.07187236995411,0.0382773453168584,0.201922441662561,"NOT"
"NOP16",1470.73123851386,-0.172766227490263,0.0833877505843215,-2.07184180265856,0.0382801968118602,0.201922441662561,"NOT"
"TRA2A",553.829971952678,0.265961192462468,0.128402280683393,2.07131205962189,0.0383296430137248,0.202084781286194,"UP"
"SPAG5",1456.67901857789,0.179261003867905,0.0865680905812227,2.07075150513703,0.0383820242695464,0.20216871872544,"NOT"
"ICE2",729.512382678121,0.275934055357871,0.133253714913746,2.07074193418534,0.0383829191593477,0.20216871872544,"UP"
"TARBP1",206.224822106759,0.427020078831626,0.206255460546283,2.07034556903672,0.0384199951213095,0.202233704905251,"UP"
"PEX5",397.857453865431,-0.307004142393127,0.148310387392342,-2.07001106120081,0.0384513086377501,0.202233704905251,"DOWN"
"AKT1S1",1083.13120748668,-0.199277165700723,0.096262690388806,-2.07013916706297,0.0384393139947832,0.202233704905251,"NOT"
"AP3D1",1980.48802503147,-0.15688068042295,0.0758232882913111,-2.06903029343991,0.0385432440745194,0.20261878283759,"NOT"
"MED8",624.822406723146,0.255160826488466,0.123416399930848,2.06747909217442,0.0386890323146167,0.203286449404568,"NOT"
"TOP2B",2067.69737355859,-0.152899061983128,0.0739733610222131,-2.06694761290101,0.0387390905664543,0.203450711446531,"NOT"
"TTC8",116.30325359813,0.566992405428447,0.274388930620826,2.066382212087,0.0387924041764521,0.203584922642272,"UP"
"OAF",78.6011649273538,-0.670757668735926,0.324621254586688,-2.06627772907213,0.0388022630645794,0.203584922642272,"DOWN"
"KPNA5",149.223958987591,0.514633690065012,0.249169141157541,2.06539898028395,0.0388852649864634,0.203921564056918,"UP"
"RABAC1",100.537177497684,0.603626545193406,0.29233851857388,2.06482042851584,0.0389399942022725,0.204109683896077,"UP"
"RRS1",500.921160734163,-0.273074493853567,0.132281121711351,-2.06434969949408,0.0389845719826617,0.2042444371444,"DOWN"
"DNAAF5",1015.94196645025,-0.205338629549408,0.0994998336142722,-2.06370827056292,0.0390453847204567,0.204464075575338,"NOT"
"RRP12",1379.88001945728,-0.177942681394078,0.0862521024543797,-2.06305326282562,0.0391075679697583,0.204690674905543,"NOT"
"DIS3",617.247097153583,0.261877392217016,0.127052076479543,2.06118152078514,0.0392857258102984,0.205523777752861,"NOT"
"VANGL2",313.722297286981,0.350735306097798,0.170264765968345,2.05994061133591,0.0394042186718521,0.205646703425326,"UP"
"TTC17",640.44542654763,0.246534699195433,0.119671194293945,2.06010060023197,0.0393889245185858,0.205646703425326,"NOT"
"RHBDF1",128.432234403067,0.526210826215908,0.255358212513336,2.06067712111835,0.0393338537459983,0.205646703425326,"UP"
"PLRG1",592.630733970499,0.252439217950548,0.122518149641357,2.06042303682764,0.0393581164754919,0.205646703425326,"NOT"
"KIAA0513",483.219813157402,0.295136924791914,0.143261251392816,2.06013085829233,0.0393860325632926,0.205646703425326,"UP"
"CCDC167",152.476981961113,0.481787275046513,0.233918523779456,2.05963712177302,0.0394332446374011,0.20569900720734,"UP"
"IMP3",1179.24753980361,-0.190582396219307,0.0925438392705207,-2.05937421357896,0.0394584040417827,0.205731100842127,"NOT"
"MRPS25",1691.86673629986,0.163093606295186,0.0792223285695328,2.05868230889022,0.0395246820562119,0.205878324627737,"NOT"
"FSCN1",6935.66336801977,-0.107813121147531,0.0523657249851314,-2.05884901198528,0.0395087048197989,0.205878324627737,"NOT"
"ATP8B4",89.4169669697378,0.632670252341467,0.307452989667972,2.05777882669057,0.0396113694636776,0.206230621969623,"UP"
"HDHD5",259.181821381564,-0.410658342597758,0.199599727456607,-2.05740933532605,0.0396468679243445,0.206302832774238,"DOWN"
"ASH2L",2386.5804133168,0.142186241386109,0.069115122482404,2.05723778355899,0.039663358740132,0.206302832774238,"NOT"
"SLC25A32",440.569733819696,-0.292921175337904,0.142446673796166,-2.05635672305736,0.039748144497966,0.206554351657423,"DOWN"
"CAMKK1",110.124895845796,-0.669902341075784,0.325774320936769,-2.05633869222556,0.0397498812363647,0.206554351657423,"DOWN"
"FAM219B",392.224106658913,0.309462147430004,0.150511856371364,2.05606491668307,0.039776259341359,0.206592241415964,"UP"
"NASP",4320.38611393709,0.119113246215667,0.0579680130159252,2.05480988597873,0.0398973709759854,0.206663453964707,"NOT"
"KDELR3",83.4383432979557,0.657067651915282,0.319768594991231,2.05482233780118,0.0398961678285155,0.206663453964707,"UP"
"FAM207A",649.786213346098,-0.241489687393313,0.117519047039872,-2.05489827799047,0.039888830834288,0.206663453964707,"NOT"
"DNAJA2",889.934111376358,-0.209746070971845,0.102042816394521,-2.05547120691885,0.0398335139489029,0.206663453964707,"NOT"
"CROT",31.6275109371206,1.06699383329629,0.519285168331832,2.05473581447345,0.0399045287126975,0.206663453964707,"UP"
"CIDEB",428.526304934807,-0.303404179635245,0.147629983676347,-2.05516638341169,0.039862936867919,0.206663453964707,"DOWN"
"NSMCE2",284.453462388758,0.372930554368638,0.181595088706171,2.05363788759759,0.0400107522824782,0.207114482403416,"UP"
"HSPBP1",1230.98405268124,-0.186823908813461,0.0909947847323243,-2.05312765300818,0.0400601986639928,0.207244638521268,"NOT"
"CLASP1",891.529305774453,0.211330502328714,0.102938243234987,2.05298337806572,0.0400741896179799,0.207244638521268,"NOT"
"BUB1B",897.053813645871,0.220745976328467,0.107553104872569,2.05243704112504,0.0401272078035104,0.207419721712128,"NOT"
"AL441883.1",1246.93310108463,-0.182321888242339,0.0888533001166083,-2.05194278662768,0.0401752229983561,0.207568789371936,"NOT"
"TMEM99",284.204474285583,-0.36150600370933,0.176223643621422,-2.0514046598988,0.0402275556369171,0.207740010598278,"DOWN"
"STON2",350.754233939224,-0.322916028777476,0.157518059960004,-2.05002543111227,0.0403619492054924,0.2083346391036,"DOWN"
"PHIP",975.296504109719,0.221637366174768,0.108189906866298,2.04859559079452,0.0405016761589628,0.208956216751484,"NOT"
"REV1",422.03522045981,0.307736292814282,0.150265447316123,2.04795113121966,0.0405647880323164,0.209182117990373,"UP"
"MFHAS1",435.648874924789,0.289235113057373,0.14125129506815,2.04766344207905,0.0405929883104574,0.209227859748757,"UP"
"MARS2",337.171005311602,-0.334252728107545,0.163276438349639,-2.04715837438699,0.0406425369810932,0.209383541305737,"DOWN"
"ANKRD13A",679.485232820791,0.242435917353258,0.118446819261404,2.04679128460358,0.0406785817644886,0.209469538067947,"NOT"
"MIS18BP1",225.141474872751,0.410626049272069,0.200890207483029,2.04403218263766,0.0409503679320069,0.210768798143625,"UP"
"ARHGAP26",22.2781950498623,1.36936784468022,0.67001172418571,2.04379684003957,0.0409736214796357,0.210784532134765,"UP"
"ACAD10",238.468074247272,0.396221298190296,0.193883300167162,2.04360714846861,0.0409923725188174,0.210784532134765,"UP"
"TFRC",7838.70458545794,0.101993489460171,0.0499228186510582,2.04302345532746,0.0410501162840617,0.210981224434323,"NOT"
"SNX13",264.75488331321,0.419666359099644,0.205446331945763,2.04270553348421,0.041081596729272,0.211042811104717,"UP"
"PAFAH1B1",932.333893063031,0.204410758553672,0.100088230507632,2.0423056488953,0.0411212221203341,0.211146161399666,"NOT"
"SLC25A40",227.393784942863,0.415229636807498,0.203407810815966,2.04136525112685,0.0412145357055695,0.211427762269529,"UP"
"NOSTRIN",402.973262606223,0.309133797720742,0.15144032049263,2.04129122756173,0.0412218885089135,0.211427762269529,"UP"
"DNA2",575.754131482393,0.264540679362894,0.129602940386855,2.0411626354561,0.0412346642785454,0.211427762269529,"UP"
"SVIP",494.975562231452,0.281059054406915,0.137739036278461,2.04051851966431,0.0412987083896154,0.211455638414947,"UP"
"SRSF6",1792.63776693555,0.1663450918551,0.0815203526052612,2.04053449891929,0.0412971185617549,0.211455638414947,"NOT"
"HSD17B4",655.165321240649,0.243369632988395,0.119249509235571,2.04084389569798,0.0412663458908878,0.211455638414947,"NOT"
"TOMM40L",406.229438768294,-0.317775725738548,0.155828412713013,-2.03926691035345,0.0414233962079637,0.211893591944707,"DOWN"
"NRIP3",120.419539890491,0.535747814511339,0.262697901364088,2.03940652639176,0.0414094716005047,0.211893591944707,"UP"
"SURF4",2876.01496718767,-0.132602436170509,0.0650614877685909,-2.03810949792828,0.041538983515196,0.212384486333718,"NOT"
"GPCPD1",244.174985041335,0.435971002982674,0.213931517038189,2.03789983364092,0.0415599512488647,0.212391365589099,"UP"
"ZNF581",229.089624328049,-0.394153518845804,0.193511273990723,-2.03685041557166,0.0416650343170046,0.212627218975605,"DOWN"
"MELTF",77.1166057966588,0.675643749247359,0.331692660553345,2.03695718838101,0.0416543323944896,0.212627218975605,"UP"
"HSBP1",1154.20744598782,0.1983822671202,0.0973884504999286,2.03702046907857,0.0416479908189176,0.212627218975605,"NOT"
"STRN4",1468.82139875269,0.176147776957216,0.0864918128629165,2.03658324558879,0.0416918231743009,0.212663663543182,"NOT"
"PER2",187.855230166003,-0.433083309895366,0.212682344422325,-2.03629178092653,0.0417210646633006,0.212712578386983,"DOWN"
"PJA2",1060.63327475295,0.217362245478621,0.106787396221798,2.03546722898981,0.0418038827262273,0.213034475813882,"NOT"
"C20orf27",943.890939311458,-0.221846190166276,0.109019642228527,-2.0349194478298,0.0418589788072284,0.213214864286795,"NOT"
"TACO1",477.794064192589,-0.275130779791874,0.135363797592903,-2.03252852449745,0.0421001790979631,0.214282292144964,"DOWN"
"RECQL4",1931.08668942706,-0.165377250001831,0.0813684273622716,-2.03244987475955,0.042108133351103,0.214282292144964,"NOT"
"P4HA2",203.320549269158,0.417192061914263,0.205285510081455,2.03225284506795,0.0421280655620462,0.214282980095671,"UP"
"KCNK1",199.054777156986,-0.426372792564199,0.209922009222535,-2.03110095098322,0.0422447550208585,0.214775588701631,"DOWN"
"LCORL",441.755249346759,0.291413520966033,0.143521205989571,2.03045618908197,0.0423101901334729,0.214857987016915,"UP"
"L3MBTL1",110.394787289688,0.56770246792159,0.279600027967369,2.03040919576676,0.0423149627063669,0.214857987016915,"UP"
"EPS8L1",214.356304586087,-0.415030151775516,0.204412648476114,-2.03035455422913,0.0423205125942408,0.214857987016915,"DOWN"
"KMT5A",1670.36021098556,0.159935183188861,0.0787861225878858,2.02999180484422,0.0423573723118535,0.214944302814581,"NOT"
"NSD1",1128.15958254623,-0.189974050112485,0.0936060889177582,-2.02950526305393,0.0424068534683572,0.21509455573641,"NOT"
"IRF2BP1",454.612911030847,-0.290711820808373,0.143260423566735,-2.02925423205209,0.0424324023621637,0.215123336378482,"DOWN"
"RBM43",85.7532659057925,0.664340643978338,0.327490275760746,2.02858128362775,0.0425009564997869,0.215370015521392,"UP"
"TFDP2",1406.87570745454,0.173101609615376,0.0853481788155035,2.0281816439173,0.0425417126357491,0.215376521810896,"NOT"
"MED4",281.031574126474,0.368141718686577,0.181513473449399,2.02817846901709,0.0425420365513392,0.215376521810896,"UP"
"S100P",19.0663924944583,-1.38356408818998,0.682606555695735,-2.02688368086328,0.0426743098342764,0.215945175150167,"DOWN"
"SRP54",555.950852085681,0.260953215228012,0.128790342203954,2.02618620901529,0.0427457063394054,0.21611900402126,"NOT"
"SFT2D2",1339.61575633083,0.176188577453684,0.0869608105819498,2.02606871157954,0.0427577438651568,0.21611900402126,"NOT"
"AL358113.1",104.639179539042,0.572590710648475,0.282626419540254,2.0259631480309,0.0427685612170675,0.21611900402126,"UP"
"ARL15",490.670831720914,-0.28233427490241,0.139392305853724,-2.02546527351867,0.0428196108170794,0.216275999759248,"DOWN"
"UGGT2",115.049939565551,0.570271747813456,0.281633619616552,2.02487099583455,0.0428806125576642,0.216281337522906,"UP"
"DHX30",2726.82387498894,-0.132636144516241,0.0654990101333784,-2.02500990848791,0.0428663468003111,0.216281337522906,"NOT"
"CSNK2A2",1479.28851072142,-0.169175557809183,0.0835362356866389,-2.02517573863149,0.0428493219814573,0.216281337522906,"NOT"
"CAPN10",243.403091861165,-0.39689952667034,0.196066875075163,-2.02430689283025,0.0429385848604463,0.216472865640182,"DOWN"
"CD99",96.7407427622821,-3.21849164659249,1.59057542574332,-2.02347628066012,0.0430240666309056,0.216802838553502,"DOWN"
"BRPF1",773.681629001623,-0.229583006290588,0.113486834798343,-2.02299241756578,0.0430739292729318,0.216953099325367,"NOT"
"SMARCC2",1242.99706291549,-0.185367758069987,0.0916602407829687,-2.02233549122893,0.0431417044398669,0.217193399468427,"NOT"
"PHB",3539.28026066164,-0.141743819520023,0.0701114588671182,-2.02169262785801,0.0432081159566389,0.217426614186267,"NOT"
"KDELR1",1053.6517702118,-0.198818655487026,0.0983533957296187,-2.02147220248088,0.0432309070572302,0.217440212819452,"NOT"
"QTRT2",295.911620002731,-0.346766834948086,0.171575477543966,-2.02107457261325,0.0432720460831125,0.21748700358698,"DOWN"
"PUM2",1092.36261333868,0.206706310762002,0.102279531947345,2.02099390588155,0.0432803959466329,0.21748700358698,"NOT"
"RALGDS",506.195132199566,-0.266988957719306,0.132121782194201,-2.02077926353483,0.043302620340278,0.217497708846018,"DOWN"
"GNPAT",717.934594389794,0.2274415923196,0.112690015991943,2.01829408149043,0.0435606427516465,0.21869220646745,"NOT"
"DERL2",246.075733002442,0.375639605514628,0.186135743495009,2.01809495834259,0.0435813726611097,0.218694843617919,"UP"
"KLC3",147.679196096051,-0.483577126965281,0.23995677374526,-2.01526766432796,0.0438766110912808,0.220074345899918,"DOWN"
"RAB5C",327.03881945054,-0.325238469998156,0.16143544068142,-2.01466585419734,0.0439396722589646,0.220285686401259,"DOWN"
"METTL23",120.043223699919,0.553292996190198,0.274658347440387,2.01447726364948,0.0439594496144419,0.220285686401259,"UP"
"VDAC1",2766.6315714282,-0.137157227327301,0.0680958049835909,-2.01418027674909,0.0439906096540699,0.220339823644448,"NOT"
"SCMH1",422.130990201347,0.293506536208742,0.145753074774556,2.01372449029102,0.0440384673040055,0.220477506983606,"UP"
"VAPB",747.832007140386,0.224030393207439,0.111300309205682,2.01284609904751,0.0441308225036445,0.220837735912828,"NOT"
"DLG4",58.6443961914552,-0.803395657159522,0.399368803417402,-2.01166353076369,0.0442554174403296,0.221358890191371,"DOWN"
"CUL7",398.307360228059,0.307894705202227,0.153085919054892,2.01125424926786,0.0442986082791608,0.221472580144867,"UP"
"BAK1",315.629828988879,-0.335402867179349,0.166793903072864,-2.01088205863753,0.0443379158552126,0.221566759564553,"DOWN"
"MPHOSPH9",465.818791422035,0.294820496005717,0.146650575936713,2.01036030116204,0.0443930689461929,0.221739999203319,"UP"
"HSD17B12",188.710896813375,0.42338320224057,0.210706323138908,2.00935214441313,0.0444998015524035,0.222170595942443,"UP"
"RIMKLB",283.840136672856,0.352303728253589,0.175396553889181,2.0086126006568,0.0445782339503039,0.222370947724861,"UP"
"ABHD10",131.183374025219,0.510774704881546,0.254295616294549,2.00858635443372,0.0445810196381143,0.222370947724861,"UP"
"CACTIN",905.6065203055,-0.210017168868212,0.104571982546554,-2.0083502650886,0.0446060839874966,0.222393483685243,"NOT"
"HSPA4",3458.72049983675,-0.127916170303077,0.0637095846639597,-2.00780103932209,0.0446644383641136,0.222581897262047,"NOT"
"LRRC58",555.039446729221,-0.261335135295943,0.130256877709122,-2.00630584650995,0.0448236266384317,0.223155188805413,"NOT"
"HOXB9",2192.75203333655,-0.153430010773816,0.0764730348435541,-2.00632825789767,0.044821237043659,0.223155188805413,"NOT"
"GATS",76.391380015432,0.672585538750041,0.33526353375757,2.00613986022228,0.0448413281274735,0.223155188805413,"UP"
"FAM234A",240.744111317852,0.401735594835872,0.200312204025861,2.00554727451357,0.0449045721110532,0.223367228184761,"UP"
"TRIM24",1093.04618781215,0.203069309881302,0.101284654692812,2.00493658686199,0.0449698267222848,0.223589069564543,"NOT"
"TRAK1",544.631379018907,-0.267526695119675,0.13351641319328,-2.00369893649254,0.0451023202759652,0.22359950019327,"DOWN"
"TPCN2",181.72440527314,0.454096353620329,0.226614243690806,2.00382970736783,0.0450883053953136,0.22359950019327,"UP"
"RPS21",3241.83472869603,0.133146416802113,0.0664271790980478,2.00439667331932,0.0450275853973506,0.22359950019327,"NOT"
"FANCD2",1128.11910461102,0.192726199721596,0.0961915713810206,2.00356639313227,0.0451165288638306,0.22359950019327,"NOT"
"CGGBP1",695.466192063721,0.23317003798008,0.11637730470439,2.00356966998296,0.0451161775414365,0.22359950019327,"NOT"
"APEX2",487.650865790934,0.276967333181366,0.13820043609132,2.00409883655035,0.0450594740333551,0.22359950019327,"UP"
"ALDH1A2",4086.51929327358,0.116761876593171,0.0582567876916081,2.00426218505678,0.0450419823612944,0.22359950019327,"NOT"
"HELLS",215.258660264827,0.402651886652833,0.201000423158656,2.00323899982543,0.0451516414518788,0.223671106212877,"UP"
"CLK1",287.364051134717,0.353293461637921,0.176381524808745,2.00300718582066,0.0451765171895604,0.223691958856268,"UP"
"CD164",1759.0375481858,0.170276366936477,0.085043435135109,2.00222823391315,0.0452601904272336,0.224003795694731,"NOT"
"DYNLRB1",424.920898699972,0.287344433482089,0.143542387186332,2.00180893682009,0.0453052844264521,0.224124496632504,"UP"
"PIAS1",475.032148120697,0.271928915748125,0.135860297801996,2.00153334084721,0.0453349444731065,0.224168770660989,"UP"
